portfolio_date,portfolio_pnl,portfolio_loss,position_pnl_sum,nav,funded_market_value,gross_funded_exposure,overlay_notional,rebalanced,holdings_version
2023-10-02,-45354.81333277063,45354.81333277063,-45354.81333277063,9771213.296552386,9771213.296552386,9771213.296552386,732840.9972414289,True,10
2023-10-03,-21021.663043454228,21021.663043454228,-21021.663043454228,9750191.633508932,9750191.633508932,9750191.633508932,732840.9972414289,False,10
2023-10-04,-15126.935996058337,15126.935996058337,-15126.935996058337,9735064.697512874,9735064.697512874,9735064.697512874,732840.9972414289,False,10
2023-10-05,6942.534927806313,-6942.534927806313,6942.534927806313,9742007.23244068,9742007.23244068,9742007.23244068,732840.9972414289,False,10
2023-10-06,8933.8311661101,-8933.8311661101,8933.8311661101,9750941.063606791,9750941.063606791,9750941.063606791,732840.9972414289,False,10
2023-10-09,13353.672680211672,-13353.672680211672,13353.672680211672,9764294.736287002,9764294.736287002,9764294.736287002,732840.9972414289,False,10
2023-10-10,16252.262883312056,-16252.262883312056,16252.262883312056,9780546.999170315,9780546.999170315,9780546.999170315,732840.9972414289,False,10
2023-10-11,6764.071092078943,-6764.071092078943,6764.071092078943,9787311.070262395,9787311.070262395,9787311.070262395,732840.9972414289,False,10
2023-10-12,33279.43512434658,-33279.43512434658,33279.43512434658,9820590.50538674,9820590.50538674,9820590.50538674,732840.9972414289,False,10
2023-10-13,-59632.97163233315,59632.97163233315,-59632.97163233315,9760957.533754406,9760957.533754406,9760957.533754406,732840.9972414289,False,10
2023-10-16,-27561.18008236012,27561.18008236012,-27561.18008236012,9733396.353672046,9733396.353672046,9733396.353672046,732840.9972414289,False,10
2023-10-17,-9224.12639570918,9224.12639570918,-9224.12639570918,9724172.227276338,9724172.227276338,9724172.227276338,732840.9972414289,False,10
2023-10-18,-30082.630104526404,30082.630104526404,-30082.630104526404,9694089.597171813,9694089.597171813,9694089.597171813,732840.9972414289,False,10
2023-10-19,55513.07564163061,-55513.07564163061,55513.07564163061,9749602.672813442,9749602.672813442,9749602.672813442,732840.9972414289,False,10
2023-10-20,46511.36428506517,-46511.36428506517,46511.36428506517,9796114.037098508,9796114.037098508,9796114.037098508,732840.9972414289,False,10
2023-10-23,-31155.38826635321,31155.38826635321,-31155.38826635321,9764958.648832154,9764958.648832154,9764958.648832154,732840.9972414289,False,10
2023-10-24,-27119.153012035873,27119.153012035873,-27119.153012035873,9737839.495820118,9737839.495820118,9737839.495820118,732840.9972414289,False,10
2023-10-25,-129382.39227287681,129382.39227287681,-129382.39227287681,9608457.103547242,9608457.103547242,9608457.103547242,732840.9972414289,False,10
2023-10-26,46601.97401941424,-46601.97401941424,46601.97401941424,9655059.077566655,9655059.077566655,9655059.077566655,732840.9972414289,False,10
2023-10-27,18240.010342798952,-18240.010342798952,18240.010342798952,9673299.087909454,9673299.087909454,9673299.087909454,732840.9972414289,False,10
2023-10-30,-18261.13043592743,18261.13043592743,-18261.13043592743,9655037.957473528,9655037.957473528,9655037.957473528,732840.9972414289,False,10
2023-10-31,-22459.86294524547,22459.86294524547,-22459.86294524547,9632578.094528282,9632578.094528282,9632578.094528282,732840.9972414289,False,10
2023-11-01,-4031.924695908003,4031.924695908003,-4031.924695908003,9628546.169832373,9628546.169832373,9628546.169832373,722140.9627374279,True,11
2023-11-02,9279.967328051524,-9279.967328051524,9279.967328051524,9637826.137160426,9637826.137160426,9637826.137160426,722140.9627374279,False,11
2023-11-03,5095.300705837124,-5095.300705837124,5095.300705837124,9642921.437866261,9642921.437866261,9642921.437866261,722140.9627374279,False,11
2023-11-06,-43144.90309209566,43144.90309209566,-43144.90309209566,9599776.534774166,9599776.534774166,9599776.534774166,722140.9627374279,False,11
2023-11-07,55912.35359700664,-55912.35359700664,55912.35359700664,9655688.888371173,9655688.888371173,9655688.888371173,722140.9627374279,False,11
2023-11-08,82425.18500836939,-82425.18500836939,82425.18500836939,9738114.073379543,9738114.073379543,9738114.073379543,722140.9627374279,False,11
2023-11-09,30419.284227202643,-30419.284227202643,30419.284227202643,9768533.357606744,9768533.357606744,9768533.357606744,722140.9627374279,False,11
2023-11-10,39400.93763193169,-39400.93763193169,39400.93763193169,9807934.295238676,9807934.295238676,9807934.295238676,722140.9627374279,False,11
2023-11-13,35959.72655348454,-35959.72655348454,35959.72655348454,9843894.02179216,9843894.02179216,9843894.02179216,722140.9627374279,False,11
2023-11-14,28846.18483224146,-28846.18483224146,28846.18483224146,9872740.206624404,9872740.206624404,9872740.206624404,722140.9627374279,False,11
2023-11-15,2162.9584595755714,-2162.9584595755714,2162.9584595755714,9874903.165083978,9874903.165083978,9874903.165083978,722140.9627374279,False,11
2023-11-16,-38609.86433642483,38609.86433642483,-38609.86433642483,9836293.300747553,9836293.300747553,9836293.300747553,722140.9627374279,False,11
2023-11-17,124458.54412109354,-124458.54412109354,124458.54412109354,9960751.844868647,9960751.844868647,9960751.844868647,722140.9627374279,False,11
2023-11-20,44656.963057234076,-44656.963057234076,44656.963057234076,10005408.80792588,10005408.80792588,10005408.80792588,722140.9627374279,False,11
2023-11-21,37959.60640101296,-37959.60640101296,37959.60640101296,10043368.414326893,10043368.414326893,10043368.414326893,722140.9627374279,False,11
2023-11-22,36418.842928271,-36418.842928271,36418.842928271,10079787.257255165,10079787.257255165,10079787.257255165,722140.9627374279,False,11
2023-11-23,-21280.37482332923,21280.37482332923,-21280.37482332923,10058506.882431835,10058506.882431835,10058506.882431835,722140.9627374279,False,11
2023-11-24,-50542.98542707269,50542.98542707269,-50542.98542707269,10007963.89700476,10007963.89700476,10007963.89700476,722140.9627374279,False,11
2023-11-27,-27328.641052270028,27328.641052270028,-27328.641052270028,9980635.255952492,9980635.255952492,9980635.255952492,722140.9627374279,False,11
2023-11-28,-57954.957646756215,57954.957646756215,-57954.957646756215,9922680.298305735,9922680.298305735,9922680.298305735,722140.9627374279,False,11
2023-11-29,-53165.067967519055,53165.067967519055,-53165.067967519055,9869515.230338218,9869515.230338218,9869515.230338218,722140.9627374279,False,11
2023-11-30,-29978.434787174832,29978.434787174832,-29978.434787174832,9839536.795551041,9839536.795551041,9839536.795551041,722140.9627374279,False,11
2023-12-01,-43755.4756473474,43755.4756473474,-43755.4756473474,9795781.319903694,9795781.319903694,9795781.319903694,734683.598992777,True,12
2023-12-04,54184.387878021305,-54184.387878021305,54184.387878021305,9849965.707781715,9849965.707781715,9849965.707781715,734683.598992777,False,12
2023-12-05,64377.05251012626,-64377.05251012626,64377.05251012626,9914342.76029184,9914342.76029184,9914342.76029184,734683.598992777,False,12
2023-12-06,-72783.13194171002,72783.13194171002,-72783.13194171002,9841559.628350131,9841559.628350131,9841559.628350131,734683.598992777,False,12
2023-12-07,-5519.458315604702,5519.458315604702,-5519.458315604702,9836040.170034528,9836040.170034528,9836040.170034528,734683.598992777,False,12
2023-12-08,5401.748692313829,-5401.748692313829,5401.748692313829,9841441.918726841,9841441.918726841,9841441.918726841,734683.598992777,False,12
2023-12-11,-25502.850641422418,25502.850641422418,-25502.850641422418,9815939.06808542,9815939.06808542,9815939.06808542,734683.598992777,False,12
2023-12-12,-6854.986926750032,6854.986926750032,-6854.986926750032,9809084.08115867,9809084.08115867,9809084.08115867,734683.598992777,False,12
2023-12-13,31828.59689634149,-31828.59689634149,31828.59689634149,9840912.67805501,9840912.67805501,9840912.67805501,734683.598992777,False,12
2023-12-14,-18795.512651927,18795.512651927,-18795.512651927,9822117.165403083,9822117.165403083,9822117.165403083,734683.598992777,False,12
2023-12-15,-48921.3552479294,48921.3552479294,-48921.3552479294,9773195.810155153,9773195.810155153,9773195.810155153,734683.598992777,False,12
2023-12-18,1627.0816633284423,-1627.0816633284423,1627.0816633284423,9774822.891818482,9774822.891818482,9774822.891818482,734683.598992777,False,12
2023-12-19,-769.8892390391642,769.8892390391642,-769.8892390391642,9774053.002579443,9774053.002579443,9774053.002579443,734683.598992777,False,12
2023-12-20,51412.06344855998,-51412.06344855998,51412.06344855998,9825465.066028003,9825465.066028003,9825465.066028003,734683.598992777,False,12
2023-12-21,-1374.4096188950998,1374.4096188950998,-1374.4096188950998,9824090.656409109,9824090.656409109,9824090.656409109,734683.598992777,False,12
2023-12-22,20601.808286657848,-20601.808286657848,20601.808286657848,9844692.464695767,9844692.464695767,9844692.464695767,734683.598992777,False,12
2023-12-25,-2370.2028406249883,2370.2028406249883,-2370.2028406249883,9842322.26185514,9842322.26185514,9842322.26185514,734683.598992777,False,12
2023-12-26,62879.25453348693,-62879.25453348693,62879.25453348693,9905201.516388629,9905201.516388629,9905201.516388629,734683.598992777,False,12
2023-12-27,-25443.590287661777,25443.590287661777,-25443.590287661777,9879757.926100966,9879757.926100966,9879757.926100966,734683.598992777,False,12
2023-12-28,48514.85086141715,-48514.85086141715,48514.85086141715,9928272.77696238,9928272.77696238,9928272.77696238,734683.598992777,False,12
2023-12-29,33027.56877596282,-33027.56877596282,33027.56877596282,9961300.345738346,9961300.345738346,9961300.345738346,734683.598992777,False,12
2024-01-01,7656.513570727537,-7656.513570727537,7656.513570727537,9968956.859309074,9968956.859309074,9968956.859309074,747671.7644481804,True,13
2024-01-02,40247.977167222096,-40247.977167222096,40247.977167222096,10009204.836476296,10009204.836476296,10009204.836476296,747671.7644481804,False,13
2024-01-03,-4758.925187833525,4758.925187833525,-4758.925187833525,10004445.911288463,10004445.911288463,10004445.911288463,747671.7644481804,False,13
2024-01-04,-97705.78494200105,97705.78494200105,-97705.78494200105,9906740.12634646,9906740.12634646,9906740.12634646,747671.7644481804,False,13
2024-01-05,-65203.18538285247,65203.18538285247,-65203.18538285247,9841536.94096361,9841536.94096361,9841536.94096361,747671.7644481804,False,13
2024-01-08,71944.49404626693,-71944.49404626693,71944.49404626693,9913481.435009874,9913481.435009874,9913481.435009874,747671.7644481804,False,13
2024-01-09,-34319.29425703179,34319.29425703179,-34319.29425703179,9879162.140752845,9879162.140752845,9879162.140752845,747671.7644481804,False,13
2024-01-10,50098.124842537676,-50098.124842537676,50098.124842537676,9929260.265595382,9929260.265595382,9929260.265595382,747671.7644481804,False,13
2024-01-11,-90681.83793950772,90681.83793950772,-90681.83793950772,9838578.427655874,9838578.427655874,9838578.427655874,747671.7644481804,False,13
2024-01-12,63717.61850543669,-63717.61850543669,63717.61850543669,9902296.046161309,9902296.046161309,9902296.046161309,747671.7644481804,False,13
2024-01-15,-37062.17064556692,37062.17064556692,-37062.17064556692,9865233.875515744,9865233.875515744,9865233.875515744,747671.7644481804,False,13
2024-01-16,83513.26051892898,-83513.26051892898,83513.26051892898,9948747.136034671,9948747.136034671,9948747.136034671,747671.7644481804,False,13
2024-01-17,32547.93476653944,-32547.93476653944,32547.93476653944,9981295.070801213,9981295.070801213,9981295.070801213,747671.7644481804,False,13
2024-01-18,7413.918668281511,-7413.918668281511,7413.918668281511,9988708.989469495,9988708.989469495,9988708.989469495,747671.7644481804,False,13
2024-01-19,3946.0136365044345,-3946.0136365044345,3946.0136365044345,9992655.003105998,9992655.003105998,9992655.003105998,747671.7644481804,False,13
2024-01-22,-13801.666630821468,13801.666630821468,-13801.666630821468,9978853.336475177,9978853.336475177,9978853.336475177,747671.7644481804,False,13
2024-01-23,-81412.31556943186,81412.31556943186,-81412.31556943186,9897441.020905744,9897441.020905744,9897441.020905744,747671.7644481804,False,13
2024-01-24,46537.41228842498,-46537.41228842498,46537.41228842498,9943978.433194172,9943978.433194172,9943978.433194172,747671.7644481804,False,13
2024-01-25,-11880.868361340972,11880.868361340972,-11880.868361340972,9932097.564832829,9932097.564832829,9932097.564832829,747671.7644481804,False,13
2024-01-26,7575.773586319815,-7575.773586319815,7575.773586319815,9939673.33841915,9939673.33841915,9939673.33841915,747671.7644481804,False,13
2024-01-29,-12886.089215203567,12886.089215203567,-12886.089215203567,9926787.249203946,9926787.249203946,9926787.249203946,747671.7644481804,False,13
2024-01-30,61223.44915553839,-61223.44915553839,61223.44915553839,9988010.698359486,9988010.698359486,9988010.698359486,747671.7644481804,False,13
2024-01-31,88741.29333381675,-88741.29333381675,88741.29333381675,10076751.991693303,10076751.991693303,10076751.991693303,747671.7644481804,False,13
2024-02-01,44281.436418717974,-44281.436418717974,44281.436418717974,10121033.428112019,10121033.428112019,10121033.428112019,759077.5071084014,True,14
2024-02-02,19695.115457478336,-19695.115457478336,19695.115457478336,10140728.543569498,10140728.543569498,10140728.543569498,759077.5071084014,False,14
2024-02-05,-33062.500255882136,33062.500255882136,-33062.500255882136,10107666.043313615,10107666.043313615,10107666.043313615,759077.5071084014,False,14
2024-02-06,-5008.393177709142,5008.393177709142,-5008.393177709142,10102657.650135906,10102657.650135906,10102657.650135906,759077.5071084014,False,14
2024-02-07,-17441.55344736662,17441.55344736662,-17441.55344736662,10085216.096688539,10085216.096688539,10085216.096688539,759077.5071084014,False,14
2024-02-08,-13648.53462477495,13648.53462477495,-13648.53462477495,10071567.562063765,10071567.562063765,10071567.562063765,759077.5071084014,False,14
2024-02-09,41508.06224592291,-41508.06224592291,41508.06224592291,10113075.624309687,10113075.624309687,10113075.624309687,759077.5071084014,False,14
2024-02-12,-17216.688032793587,17216.688032793587,-17216.688032793587,10095858.936276894,10095858.936276894,10095858.936276894,759077.5071084014,False,14
2024-02-13,10390.890493957413,-10390.890493957413,10390.890493957413,10106249.826770851,10106249.826770851,10106249.826770851,759077.5071084014,False,14
2024-02-14,-3978.7613554794557,3978.7613554794557,-3978.7613554794557,10102271.065415371,10102271.065415371,10102271.065415371,759077.5071084014,False,14
2024-02-15,16774.0194568582,-16774.0194568582,16774.0194568582,10119045.08487223,10119045.08487223,10119045.08487223,759077.5071084014,False,14
2024-02-16,34525.883502719546,-34525.883502719546,34525.883502719546,10153570.968374949,10153570.968374949,10153570.968374949,759077.5071084014,False,14
2024-02-19,-17254.59666027531,17254.59666027531,-17254.59666027531,10136316.371714674,10136316.371714674,10136316.371714674,759077.5071084014,False,14
2024-02-20,-3896.573029359235,3896.573029359235,-3896.573029359235,10132419.798685316,10132419.798685316,10132419.798685316,759077.5071084014,False,14
2024-02-21,37666.30201588394,-37666.30201588394,37666.30201588394,10170086.100701198,10170086.100701198,10170086.100701198,759077.5071084014,False,14
2024-02-22,29055.72916327193,-29055.72916327193,29055.72916327193,10199141.82986447,10199141.82986447,10199141.82986447,759077.5071084014,False,14
2024-02-23,-7429.174262860148,7429.174262860148,-7429.174262860148,10191712.655601611,10191712.655601611,10191712.655601611,759077.5071084014,False,14
2024-02-26,-50799.41617787248,50799.41617787248,-50799.41617787248,10140913.239423739,10140913.239423739,10140913.239423739,759077.5071084014,False,14
2024-02-27,-33444.50510599048,33444.50510599048,-33444.50510599048,10107468.734317748,10107468.734317748,10107468.734317748,759077.5071084014,False,14
2024-02-28,-48772.323281328994,48772.323281328994,-48772.323281328994,10058696.411036419,10058696.411036419,10058696.411036419,759077.5071084014,False,14
2024-02-29,1436.1811167252338,-1436.1811167252338,1436.1811167252338,10060132.592153143,10060132.592153143,10060132.592153143,759077.5071084014,False,14
2024-03-01,-17508.77855182013,17508.77855182013,-17508.77855182013,10042623.813601322,10042623.813601322,10042623.813601322,753196.7860200992,True,15
2024-03-04,-21888.73932506114,21888.73932506114,-21888.73932506114,10020735.074276261,10020735.074276261,10020735.074276261,753196.7860200992,False,15
2024-03-05,-55307.12295060579,55307.12295060579,-55307.12295060579,9965427.951325655,9965427.951325655,9965427.951325655,753196.7860200992,False,15
2024-03-06,57401.32509312664,-57401.32509312664,57401.32509312664,10022829.27641878,10022829.27641878,10022829.27641878,753196.7860200992,False,15
2024-03-07,23532.10157301572,-23532.10157301572,23532.10157301572,10046361.377991797,10046361.377991797,10046361.377991797,753196.7860200992,False,15
2024-03-08,-3017.869968358472,3017.869968358472,-3017.869968358472,10043343.508023439,10043343.508023439,10043343.508023439,753196.7860200992,False,15
2024-03-11,13358.448395140933,-13358.448395140933,13358.448395140933,10056701.95641858,10056701.95641858,10056701.95641858,753196.7860200992,False,15
2024-03-12,-3480.4321388982853,3480.4321388982853,-3480.4321388982853,10053221.524279682,10053221.524279682,10053221.524279682,753196.7860200992,False,15
2024-03-13,-79487.69711258917,79487.69711258917,-79487.69711258917,9973733.827167094,9973733.827167094,9973733.827167094,753196.7860200992,False,15
2024-03-14,-29001.028121936946,29001.028121936946,-29001.028121936946,9944732.799045157,9944732.799045157,9944732.799045157,753196.7860200992,False,15
2024-03-15,-1802.7513973742552,1802.7513973742552,-1802.7513973742552,9942930.047647782,9942930.047647782,9942930.047647782,753196.7860200992,False,15
2024-03-18,-36452.002578697306,36452.002578697306,-36452.002578697306,9906478.045069084,9906478.045069084,9906478.045069084,753196.7860200992,False,15
2024-03-19,9587.204140927472,-9587.204140927472,9587.204140927472,9916065.249210013,9916065.249210013,9916065.249210013,753196.7860200992,False,15
2024-03-20,-67818.75531316664,67818.75531316664,-67818.75531316664,9848246.493896844,9848246.493896844,9848246.493896844,753196.7860200992,False,15
2024-03-21,36528.04073298317,-36528.04073298317,36528.04073298317,9884774.534629827,9884774.534629827,9884774.534629827,753196.7860200992,False,15
2024-03-22,-73200.82636807958,73200.82636807958,-73200.82636807958,9811573.708261747,9811573.708261747,9811573.708261747,753196.7860200992,False,15
2024-03-25,-38603.669415088996,38603.669415088996,-38603.669415088996,9772970.038846659,9772970.038846659,9772970.038846659,753196.7860200992,False,15
2024-03-26,26235.261380732318,-26235.261380732318,26235.261380732318,9799205.30022739,9799205.30022739,9799205.30022739,753196.7860200992,False,15
2024-03-27,-11873.237218147502,11873.237218147502,-11873.237218147502,9787332.063009243,9787332.063009243,9787332.063009243,753196.7860200992,False,15
2024-03-28,50779.40775814052,-50779.40775814052,50779.40775814052,9838111.470767383,9838111.470767383,9838111.470767383,753196.7860200992,False,15
2024-03-29,9577.25767260405,-9577.25767260405,9577.25767260405,9847688.728439989,9847688.728439989,9847688.728439989,753196.7860200992,False,15
2024-04-01,57404.05694091487,-57404.05694091487,57404.05694091487,9905092.785380904,9905092.785380904,9905092.785380904,742881.9589035677,True,16
2024-04-02,20339.528449397007,-20339.528449397007,20339.528449397007,9925432.313830301,9925432.313830301,9925432.313830301,742881.9589035677,False,16
2024-04-03,10648.400166152847,-10648.400166152847,10648.400166152847,9936080.713996453,9936080.713996453,9936080.713996453,742881.9589035677,False,16
2024-04-04,-47198.088675859166,47198.088675859166,-47198.088675859166,9888882.625320593,9888882.625320593,9888882.625320593,742881.9589035677,False,16
2024-04-05,21034.88289040927,-21034.88289040927,21034.88289040927,9909917.508211004,9909917.508211004,9909917.508211004,742881.9589035677,False,16
2024-04-08,-27569.645281594676,27569.645281594676,-27569.645281594676,9882347.862929408,9882347.862929408,9882347.862929408,742881.9589035677,False,16
2024-04-09,-13192.847374205263,13192.847374205263,-13192.847374205263,9869155.015555203,9869155.015555203,9869155.015555203,742881.9589035677,False,16
2024-04-10,-24182.946482347514,24182.946482347514,-24182.946482347514,9844972.069072856,9844972.069072856,9844972.069072856,742881.9589035677,False,16
2024-04-11,-27123.35378262077,27123.35378262077,-27123.35378262077,9817848.715290235,9817848.715290235,9817848.715290235,742881.9589035677,False,16
2024-04-12,93834.82019174505,-93834.82019174505,93834.82019174505,9911683.535481978,9911683.535481978,9911683.535481978,742881.9589035677,False,16
2024-04-15,-22563.691021096663,22563.691021096663,-22563.691021096663,9889119.844460882,9889119.844460882,9889119.844460882,742881.9589035677,False,16
2024-04-16,-21917.679162170098,21917.679162170098,-21917.679162170098,9867202.165298712,9867202.165298712,9867202.165298712,742881.9589035677,False,16
2024-04-17,-57333.972460192825,57333.972460192825,-57333.972460192825,9809868.19283852,9809868.19283852,9809868.19283852,742881.9589035677,False,16
2024-04-18,-31237.900555892185,31237.900555892185,-31237.900555892185,9778630.292282628,9778630.292282628,9778630.292282628,742881.9589035677,False,16
2024-04-19,17997.36604336735,-17997.36604336735,17997.36604336735,9796627.658325994,9796627.658325994,9796627.658325994,742881.9589035677,False,16
2024-04-22,-24568.59075960316,24568.59075960316,-24568.59075960316,9772059.067566391,9772059.067566391,9772059.067566391,742881.9589035677,False,16
2024-04-23,-14237.395101788132,14237.395101788132,-14237.395101788132,9757821.672464604,9757821.672464604,9757821.672464604,742881.9589035677,False,16
2024-04-24,-42990.68502972968,42990.68502972968,-42990.68502972968,9714830.987434875,9714830.987434875,9714830.987434875,742881.9589035677,False,16
2024-04-25,59278.925190530914,-59278.925190530914,59278.925190530914,9774109.912625406,9774109.912625406,9774109.912625406,742881.9589035677,False,16
2024-04-26,-70111.65852877169,70111.65852877169,-70111.65852877169,9703998.254096633,9703998.254096633,9703998.254096633,742881.9589035677,False,16
2024-04-29,-11913.413612046525,11913.413612046525,-11913.413612046525,9692084.840484586,9692084.840484586,9692084.840484586,742881.9589035677,False,16
2024-04-30,29367.184710335183,-29367.184710335183,29367.184710335183,9721452.02519492,9721452.02519492,9721452.02519492,742881.9589035677,False,16
2024-05-01,12125.321026935257,-12125.321026935257,12125.321026935257,9733577.346221857,9733577.346221857,9733577.346221857,730018.3009666392,True,17
2024-05-02,-10875.074107755821,10875.074107755821,-10875.074107755821,9722702.272114102,9722702.272114102,9722702.272114102,730018.3009666392,False,17
2024-05-03,9899.133172941483,-9899.133172941483,9899.133172941483,9732601.405287042,9732601.405287042,9732601.405287042,730018.3009666392,False,17
2024-05-06,-10105.820406936447,10105.820406936447,-10105.820406936447,9722495.584880106,9722495.584880106,9722495.584880106,730018.3009666392,False,17
2024-05-07,-27814.31676481705,27814.31676481705,-27814.31676481705,9694681.268115288,9694681.268115288,9694681.268115288,730018.3009666392,False,17
2024-05-08,-14351.50893165263,14351.50893165263,-14351.50893165263,9680329.759183636,9680329.759183636,9680329.759183636,730018.3009666392,False,17
2024-05-09,7599.19100084272,-7599.19100084272,7599.19100084272,9687928.95018448,9687928.95018448,9687928.95018448,730018.3009666392,False,17
2024-05-10,-52297.10454440777,52297.10454440777,-52297.10454440777,9635631.84564007,9635631.84564007,9635631.84564007,730018.3009666392,False,17
2024-05-13,-6816.566396229074,6816.566396229074,-6816.566396229074,9628815.279243842,9628815.279243842,9628815.279243842,730018.3009666392,False,17
2024-05-14,-4099.384432785251,4099.384432785251,-4099.384432785251,9624715.894811057,9624715.894811057,9624715.894811057,730018.3009666392,False,17
2024-05-15,7129.770679627194,-7129.770679627194,7129.770679627194,9631845.665490683,9631845.665490683,9631845.665490683,730018.3009666392,False,17
2024-05-16,45046.151395364584,-45046.151395364584,45046.151395364584,9676891.816886049,9676891.816886049,9676891.816886049,730018.3009666392,False,17
2024-05-17,62735.797481297006,-62735.797481297006,62735.797481297006,9739627.614367345,9739627.614367345,9739627.614367345,730018.3009666392,False,17
2024-05-20,-68882.83886981514,68882.83886981514,-68882.83886981514,9670744.77549753,9670744.77549753,9670744.77549753,730018.3009666392,False,17
2024-05-21,-102.81214579378417,102.81214579378417,-102.81214579378417,9670641.963351736,9670641.963351736,9670641.963351736,730018.3009666392,False,17
2024-05-22,2355.9918647008735,-2355.9918647008735,2355.9918647008735,9672997.955216438,9672997.955216438,9672997.955216438,730018.3009666392,False,17
2024-05-23,-78154.66702743416,78154.66702743416,-78154.66702743416,9594843.288189003,9594843.288189003,9594843.288189003,730018.3009666392,False,17
2024-05-24,-90568.18693979528,90568.18693979528,-90568.18693979528,9504275.101249207,9504275.101249207,9504275.101249207,730018.3009666392,False,17
2024-05-27,-34577.801230334844,34577.801230334844,-34577.801230334844,9469697.300018873,9469697.300018873,9469697.300018873,730018.3009666392,False,17
2024-05-28,-75635.99409273262,75635.99409273262,-75635.99409273262,9394061.30592614,9394061.30592614,9394061.30592614,730018.3009666392,False,17
2024-05-29,11863.746803909391,-11863.746803909391,11863.746803909391,9405925.05273005,9405925.05273005,9405925.05273005,730018.3009666392,False,17
2024-05-30,33594.65902800903,-33594.65902800903,33594.65902800903,9439519.711758059,9439519.711758059,9439519.711758059,730018.3009666392,False,17
2024-05-31,-7600.3567750206885,7600.3567750206885,-7600.3567750206885,9431919.354983037,9431919.354983037,9431919.354983037,730018.3009666392,False,17
2024-06-03,-30626.315966585054,30626.315966585054,-30626.315966585054,9401293.039016452,9401293.039016452,9401293.039016452,705096.9779262339,True,18
2024-06-04,-46850.789085051205,46850.789085051205,-46850.789085051205,9354442.2499314,9354442.2499314,9354442.2499314,705096.9779262339,False,18
2024-06-05,8041.737873948283,-8041.737873948283,8041.737873948283,9362483.987805348,9362483.987805348,9362483.987805348,705096.9779262339,False,18
2024-06-06,-39597.49214102521,39597.49214102521,-39597.49214102521,9322886.495664325,9322886.495664325,9322886.495664325,705096.9779262339,False,18
2024-06-07,-8933.424935532315,8933.424935532315,-8933.424935532315,9313953.070728792,9313953.070728792,9313953.070728792,705096.9779262339,False,18
2024-06-10,-828.8732965532922,828.8732965532922,-828.8732965532922,9313124.197432239,9313124.197432239,9313124.197432239,705096.9779262339,False,18
2024-06-11,34917.84498224963,-34917.84498224963,34917.84498224963,9348042.042414488,9348042.042414488,9348042.042414488,705096.9779262339,False,18
2024-06-12,-77386.16225536518,77386.16225536518,-77386.16225536518,9270655.880159123,9270655.880159123,9270655.880159123,705096.9779262339,False,18
2024-06-13,28496.543589297587,-28496.543589297587,28496.543589297587,9299152.42374842,9299152.42374842,9299152.42374842,705096.9779262339,False,18
2024-06-14,-5162.087655335549,5162.087655335549,-5162.087655335549,9293990.336093085,9293990.336093085,9293990.336093085,705096.9779262339,False,18
2024-06-17,86318.54913930467,-86318.54913930467,86318.54913930467,9380308.885232389,9380308.885232389,9380308.885232389,705096.9779262339,False,18
2024-06-18,-46564.2916374193,46564.2916374193,-46564.2916374193,9333744.59359497,9333744.59359497,9333744.59359497,705096.9779262339,False,18
2024-06-19,-7679.801131217277,7679.801131217277,-7679.801131217277,9326064.792463753,9326064.792463753,9326064.792463753,705096.9779262339,False,18
2024-06-20,-19436.810417365345,19436.810417365345,-19436.810417365345,9306627.982046388,9306627.982046388,9306627.982046388,705096.9779262339,False,18
2024-06-21,-38643.38637843547,38643.38637843547,-38643.38637843547,9267984.595667953,9267984.595667953,9267984.595667953,705096.9779262339,False,18
2024-06-24,-119781.6270507549,119781.6270507549,-119781.6270507549,9148202.968617197,9148202.968617197,9148202.968617197,705096.9779262339,False,18
2024-06-25,6392.115957282928,-6392.115957282928,6392.115957282928,9154595.084574481,9154595.084574481,9154595.084574481,705096.9779262339,False,18
2024-06-26,-28652.864236180845,28652.864236180845,-28652.864236180845,9125942.2203383,9125942.2203383,9125942.2203383,705096.9779262339,False,18
2024-06-27,-53714.58339587978,53714.58339587978,-53714.58339587978,9072227.63694242,9072227.63694242,9072227.63694242,705096.9779262339,False,18
2024-06-28,52493.05464960187,-52493.05464960187,52493.05464960187,9124720.691592023,9124720.691592023,9124720.691592023,705096.9779262339,False,18
2024-07-01,-48447.51752881974,48447.51752881974,-48447.51752881974,9076273.174063202,9076273.174063202,9076273.174063202,680720.4880547401,True,19
2024-07-02,-53045.09461788253,53045.09461788253,-53045.09461788253,9023228.079445321,9023228.079445321,9023228.079445321,680720.4880547401,False,19
2024-07-03,6083.678647224207,-6083.678647224207,6083.678647224207,9029311.758092543,9029311.758092543,9029311.758092543,680720.4880547401,False,19
2024-07-04,-12538.719786951797,12538.719786951797,-12538.719786951797,9016773.038305592,9016773.038305592,9016773.038305592,680720.4880547401,False,19
2024-07-05,10359.356577072704,-10359.356577072704,10359.356577072704,9027132.394882664,9027132.394882664,9027132.394882664,680720.4880547401,False,19
2024-07-08,27324.258810435997,-27324.258810435997,27324.258810435997,9054456.653693102,9054456.653693102,9054456.653693102,680720.4880547401,False,19
2024-07-09,-17776.99934419821,17776.99934419821,-17776.99934419821,9036679.654348902,9036679.654348902,9036679.654348902,680720.4880547401,False,19
2024-07-10,25511.024207528175,-25511.024207528175,25511.024207528175,9062190.678556431,9062190.678556431,9062190.678556431,680720.4880547401,False,19
