forecast_date,realized_date,expected_next_date,max_input_date,confidence,lookback,holdings_version,model_version,hypothetical_pnl,realized_loss,principal_contributor,model,var,es,exception,breach_magnitude,seed
2024-02-22,2024-02-23,2024-02-23,2024-02-22,0.99,250,14,1.1.0,28305.907500645666,-28305.907500645666,USO,Historical,104896.69388726763,109226.90705166188,False,0.0,
2024-02-22,2024-02-23,2024-02-23,2024-02-22,0.99,250,14,1.1.0,28305.907500645666,-28305.907500645666,USO,Parametric Normal,89944.5360706937,103046.26373940609,False,0.0,
2024-02-22,2024-02-23,2024-02-23,2024-02-22,0.99,250,14,1.1.0,28305.907500645666,-28305.907500645666,USO,Monte Carlo Normal,86941.2661691911,103109.38620172128,False,0.0,296000930.0
2024-02-23,2024-02-26,2024-02-26,2024-02-23,0.99,250,14,1.1.0,45075.504938348946,-45075.504938348946,IWM,Historical,105398.32389049657,110121.47735527984,False,0.0,
2024-02-23,2024-02-26,2024-02-26,2024-02-23,0.99,250,14,1.1.0,45075.504938348946,-45075.504938348946,IWM,Parametric Normal,90465.7252825632,103643.37172762479,False,0.0,
2024-02-23,2024-02-26,2024-02-26,2024-02-23,0.99,250,14,1.1.0,45075.504938348946,-45075.504938348946,IWM,Monte Carlo Normal,90023.2538225493,104682.77127837251,False,0.0,297000933.0
2024-02-26,2024-02-27,2024-02-27,2024-02-26,0.99,250,14,1.1.0,156282.6259132861,-156282.6259132861,TIP,Historical,105854.30416944041,110398.83500254096,False,0.0,
2024-02-26,2024-02-27,2024-02-27,2024-02-26,0.99,250,14,1.1.0,156282.6259132861,-156282.6259132861,TIP,Parametric Normal,91108.81434115765,104380.13604522341,False,0.0,
2024-02-26,2024-02-27,2024-02-27,2024-02-26,0.99,250,14,1.1.0,156282.6259132861,-156282.6259132861,TIP,Monte Carlo Normal,90520.86377654242,103044.73907698739,False,0.0,298000936.0
2024-02-27,2024-02-28,2024-02-28,2024-02-27,0.99,250,14,1.1.0,36834.34107255809,-36834.34107255809,DBC,Historical,108348.51930173629,113407.19243848923,False,0.0,
2024-02-27,2024-02-28,2024-02-28,2024-02-27,0.99,250,14,1.1.0,36834.34107255809,-36834.34107255809,DBC,Parametric Normal,96390.65560878528,110431.35418554328,False,0.0,
2024-02-27,2024-02-28,2024-02-28,2024-02-27,0.99,250,14,1.1.0,36834.34107255809,-36834.34107255809,DBC,Monte Carlo Normal,92253.74151559267,106755.98376014704,False,0.0,299000939.0
2024-02-28,2024-02-29,2024-02-29,2024-02-28,0.99,250,14,1.1.0,46726.560349966814,-46726.560349966814,EURUSD_OVERLAY,Historical,108908.02421548663,114338.31320093606,False,0.0,
2024-02-28,2024-02-29,2024-02-29,2024-02-28,0.99,250,14,1.1.0,46726.560349966814,-46726.560349966814,EURUSD_OVERLAY,Parametric Normal,96330.02458353755,110361.89137110888,False,0.0,
2024-02-28,2024-02-29,2024-02-29,2024-02-28,0.99,250,14,1.1.0,46726.560349966814,-46726.560349966814,EURUSD_OVERLAY,Monte Carlo Normal,96849.84919990232,110090.5148282772,False,0.0,300000942.0
2024-02-29,2024-03-01,2024-03-01,2024-02-29,0.99,250,14,1.1.0,-34424.1415917113,34424.1415917113,EFA,Historical,109916.02478071008,115975.9101675846,False,0.0,
2024-02-29,2024-03-01,2024-03-01,2024-02-29,0.99,250,14,1.1.0,-34424.1415917113,34424.1415917113,EFA,Parametric Normal,97265.47591308955,111433.60476951508,False,0.0,
2024-02-29,2024-03-01,2024-03-01,2024-02-29,0.99,250,14,1.1.0,-34424.1415917113,34424.1415917113,EFA,Monte Carlo Normal,96494.86517818243,110963.4289967354,False,0.0,301000945.0
2024-03-01,2024-03-04,2024-03-04,2024-03-01,0.99,250,15,1.1.0,-7711.423524656658,7711.423524656658,US30Y,Historical,111522.51995047147,119955.96308578746,False,0.0,
2024-03-01,2024-03-04,2024-03-04,2024-03-01,0.99,250,15,1.1.0,-7711.423524656658,7711.423524656658,US30Y,Parametric Normal,98090.80967268751,112379.16037500203,False,0.0,
2024-03-01,2024-03-04,2024-03-04,2024-03-01,0.99,250,15,1.1.0,-7711.423524656658,7711.423524656658,US30Y,Monte Carlo Normal,101879.3048051304,116426.5224361618,False,0.0,302000948.0
2024-03-04,2024-03-05,2024-03-05,2024-03-04,0.99,250,15,1.1.0,46744.66578773663,-46744.66578773663,US30Y,Historical,111527.46876872862,120053.80327397583,False,0.0,
2024-03-04,2024-03-05,2024-03-05,2024-03-04,0.99,250,15,1.1.0,46744.66578773663,-46744.66578773663,US30Y,Parametric Normal,98126.38359387495,112419.91615434192,False,0.0,
2024-03-04,2024-03-05,2024-03-05,2024-03-04,0.99,250,15,1.1.0,46744.66578773663,-46744.66578773663,US30Y,Monte Carlo Normal,100338.37114009827,114252.46321348728,False,0.0,303000951.0
2024-03-05,2024-03-06,2024-03-06,2024-03-05,0.99,250,15,1.1.0,-927.1537308375033,927.1537308375033,GLD,Historical,112283.45729455669,121093.83790224348,False,0.0,
2024-03-05,2024-03-06,2024-03-06,2024-03-05,0.99,250,15,1.1.0,-927.1537308375033,927.1537308375033,GLD,Parametric Normal,98843.18418971825,113241.12916487739,False,0.0,
2024-03-05,2024-03-06,2024-03-06,2024-03-05,0.99,250,15,1.1.0,-927.1537308375033,927.1537308375033,GLD,Monte Carlo Normal,99725.73407009772,113348.04134249123,False,0.0,304000954.0
2024-03-06,2024-03-07,2024-03-07,2024-03-06,0.99,250,15,1.1.0,70790.01866469212,-70790.01866469212,EURUSD_OVERLAY,Historical,112246.25117203598,121432.57473992494,False,0.0,
2024-03-06,2024-03-07,2024-03-07,2024-03-06,0.99,250,15,1.1.0,70790.01866469212,-70790.01866469212,EURUSD_OVERLAY,Parametric Normal,98911.95387273426,113319.91615075694,False,0.0,
2024-03-06,2024-03-07,2024-03-07,2024-03-06,0.99,250,15,1.1.0,70790.01866469212,-70790.01866469212,EURUSD_OVERLAY,Monte Carlo Normal,99079.18893412605,110174.62838187243,False,0.0,305000957.0
2024-03-07,2024-03-08,2024-03-08,2024-03-07,0.99,250,15,1.1.0,-10543.854164368702,10543.854164368702,GLD,Historical,113532.32103782,123014.99167643709,False,0.0,
2024-03-07,2024-03-08,2024-03-08,2024-03-07,0.99,250,15,1.1.0,-10543.854164368702,10543.854164368702,GLD,Parametric Normal,100604.6279752979,115259.15281389948,False,0.0,
2024-03-07,2024-03-08,2024-03-08,2024-03-07,0.99,250,15,1.1.0,-10543.854164368702,10543.854164368702,GLD,Monte Carlo Normal,98748.661203265,113679.85316736477,False,0.0,306000960.0
2024-03-08,2024-03-11,2024-03-11,2024-03-08,0.99,250,15,1.1.0,-22213.6283930623,22213.6283930623,EEM,Historical,113738.95449639256,124051.4962700022,False,0.0,
2024-03-08,2024-03-11,2024-03-11,2024-03-08,0.99,250,15,1.1.0,-22213.6283930623,22213.6283930623,EEM,Parametric Normal,100756.27265913569,115432.88674781121,False,0.0,
2024-03-08,2024-03-11,2024-03-11,2024-03-08,0.99,250,15,1.1.0,-22213.6283930623,22213.6283930623,EEM,Monte Carlo Normal,100671.1307502169,117040.50009506544,False,0.0,307000963.0
2024-03-11,2024-03-12,2024-03-12,2024-03-11,0.99,250,15,1.1.0,38374.27897655534,-38374.27897655534,US30Y,Historical,113178.74733490875,123180.76443025784,False,0.0,
2024-03-11,2024-03-12,2024-03-12,2024-03-11,0.99,250,15,1.1.0,38374.27897655534,-38374.27897655534,US30Y,Parametric Normal,99347.2564215139,113818.62683633684,False,0.0,
2024-03-11,2024-03-12,2024-03-12,2024-03-11,0.99,250,15,1.1.0,38374.27897655534,-38374.27897655534,US30Y,Monte Carlo Normal,100341.33525488064,116593.75629149149,False,0.0,308000966.0
2024-03-12,2024-03-13,2024-03-13,2024-03-12,0.99,250,15,1.1.0,-21043.17345409757,21043.17345409757,QQQ,Historical,114066.16741642474,124526.6112317983,False,0.0,
2024-03-12,2024-03-13,2024-03-13,2024-03-12,0.99,250,15,1.1.0,-21043.17345409757,21043.17345409757,QQQ,Parametric Normal,100215.32135360103,114813.13803004043,False,0.0,
2024-03-12,2024-03-13,2024-03-13,2024-03-12,0.99,250,15,1.1.0,-21043.17345409757,21043.17345409757,QQQ,Monte Carlo Normal,99186.0319735636,111904.53713719267,False,0.0,309000969.0
2024-03-13,2024-03-14,2024-03-14,2024-03-13,0.99,250,15,1.1.0,18573.51017674867,-18573.51017674867,EURUSD_OVERLAY,Historical,113806.52096913233,123978.39410640328,False,0.0,
2024-03-13,2024-03-14,2024-03-14,2024-03-13,0.99,250,15,1.1.0,18573.51017674867,-18573.51017674867,EURUSD_OVERLAY,Parametric Normal,99860.03531252728,114406.09941834933,False,0.0,
2024-03-13,2024-03-14,2024-03-14,2024-03-13,0.99,250,15,1.1.0,18573.51017674867,-18573.51017674867,EURUSD_OVERLAY,Monte Carlo Normal,99203.55917533416,113803.17035541491,False,0.0,310000972.0
2024-03-14,2024-03-15,2024-03-15,2024-03-14,0.99,250,15,1.1.0,16358.20778158381,-16358.20778158381,JPM,Historical,114361.398952425,124993.10925148257,False,0.0,
2024-03-14,2024-03-15,2024-03-15,2024-03-14,0.99,250,15,1.1.0,16358.20778158381,-16358.20778158381,JPM,Parametric Normal,100387.79718395603,115010.73746942678,False,0.0,
2024-03-14,2024-03-15,2024-03-15,2024-03-14,0.99,250,15,1.1.0,16358.20778158381,-16358.20778158381,JPM,Monte Carlo Normal,100104.19025218253,113775.02183209592,False,0.0,311000975.0
2024-03-15,2024-03-18,2024-03-18,2024-03-15,0.99,250,15,1.1.0,53246.39540069102,-53246.39540069102,JPM,Historical,114646.83920352964,125257.7247753904,False,0.0,
2024-03-15,2024-03-18,2024-03-18,2024-03-15,0.99,250,15,1.1.0,53246.39540069102,-53246.39540069102,JPM,Parametric Normal,100603.90217151039,115258.32128625167,False,0.0,
2024-03-15,2024-03-18,2024-03-18,2024-03-15,0.99,250,15,1.1.0,53246.39540069102,-53246.39540069102,JPM,Monte Carlo Normal,99498.39984249345,114108.52541569652,False,0.0,312000978.0
2024-03-18,2024-03-19,2024-03-19,2024-03-18,0.99,250,15,1.1.0,22268.606024185792,-22268.606024185792,SPY,Historical,115417.62960079526,126051.24787569302,False,0.0,
2024-03-18,2024-03-19,2024-03-19,2024-03-18,0.99,250,15,1.1.0,22268.606024185792,-22268.606024185792,SPY,Parametric Normal,101336.10948517283,116097.1852267614,False,0.0,
2024-03-18,2024-03-19,2024-03-19,2024-03-18,0.99,250,15,1.1.0,22268.606024185792,-22268.606024185792,SPY,Monte Carlo Normal,101654.97849104834,117729.23771168334,False,0.0,313000981.0
2024-03-19,2024-03-20,2024-03-20,2024-03-19,0.99,250,15,1.1.0,13467.278942383191,-13467.278942383191,QQQ,Historical,115818.59035684695,126736.66702509378,False,0.0,
2024-03-19,2024-03-20,2024-03-20,2024-03-19,0.99,250,15,1.1.0,13467.278942383191,-13467.278942383191,QQQ,Parametric Normal,101669.36866602057,116478.98844620571,False,0.0,
2024-03-19,2024-03-20,2024-03-20,2024-03-19,0.99,250,15,1.1.0,13467.278942383191,-13467.278942383191,QQQ,Monte Carlo Normal,99767.34800139192,115653.18074542293,False,0.0,314000984.0
2024-03-20,2024-03-21,2024-03-21,2024-03-20,0.99,250,15,1.1.0,-6070.074741989959,6070.074741989959,EFA,Historical,115976.33350431742,126635.20500681955,False,0.0,
2024-03-20,2024-03-21,2024-03-21,2024-03-20,0.99,250,15,1.1.0,-6070.074741989959,6070.074741989959,EFA,Parametric Normal,101293.75072292551,116048.65629574574,False,0.0,
2024-03-20,2024-03-21,2024-03-21,2024-03-20,0.99,250,15,1.1.0,-6070.074741989959,6070.074741989959,EFA,Monte Carlo Normal,99755.50440997213,112808.49725578874,False,0.0,315000987.0
2024-03-21,2024-03-22,2024-03-22,2024-03-21,0.99,250,15,1.1.0,33603.16919066898,-33603.16919066898,LQD,Historical,115827.77086147436,126685.12254102367,False,0.0,
2024-03-21,2024-03-22,2024-03-22,2024-03-21,0.99,250,15,1.1.0,33603.16919066898,-33603.16919066898,LQD,Parametric Normal,100107.57330134077,114689.69490947231,False,0.0,
2024-03-21,2024-03-22,2024-03-22,2024-03-21,0.99,250,15,1.1.0,33603.16919066898,-33603.16919066898,LQD,Monte Carlo Normal,102623.84875371092,118142.3510156651,False,0.0,316000990.0
2024-03-22,2024-03-25,2024-03-25,2024-03-22,0.99,250,15,1.1.0,-74152.98263361664,74152.98263361664,SPY,Historical,116761.16255022297,128103.93037216867,False,0.0,
2024-03-22,2024-03-25,2024-03-25,2024-03-22,0.99,250,15,1.1.0,-74152.98263361664,74152.98263361664,SPY,Parametric Normal,100975.90489186233,115684.51160428317,False,0.0,
2024-03-22,2024-03-25,2024-03-25,2024-03-22,0.99,250,15,1.1.0,-74152.98263361664,74152.98263361664,SPY,Monte Carlo Normal,100852.60001876017,116267.19526772673,False,0.0,317000993.0
2024-03-25,2024-03-26,2024-03-26,2024-03-25,0.99,250,15,1.1.0,-58760.44047919518,58760.44047919518,SPY,Historical,115631.7361851506,126497.44364307911,False,0.0,
2024-03-25,2024-03-26,2024-03-26,2024-03-25,0.99,250,15,1.1.0,-58760.44047919518,58760.44047919518,SPY,Parametric Normal,100380.29626176204,115002.14392900221,False,0.0,
2024-03-25,2024-03-26,2024-03-26,2024-03-25,0.99,250,15,1.1.0,-58760.44047919518,58760.44047919518,SPY,Monte Carlo Normal,102755.62373911838,117584.81295567712,False,0.0,318000996.0
2024-03-26,2024-03-27,2024-03-27,2024-03-26,0.99,250,15,1.1.0,754.5226405589324,-754.5226405589324,IWM,Historical,114504.27585081504,124716.24645945436,False,0.0,
2024-03-26,2024-03-27,2024-03-27,2024-03-26,0.99,250,15,1.1.0,754.5226405589324,-754.5226405589324,IWM,Parametric Normal,99645.95707430498,114160.837576325,False,0.0,
2024-03-26,2024-03-27,2024-03-27,2024-03-26,0.99,250,15,1.1.0,754.5226405589324,-754.5226405589324,IWM,Monte Carlo Normal,100330.07465003822,116697.51036413843,False,0.0,319000999.0
2024-03-27,2024-03-28,2024-03-28,2024-03-27,0.99,250,15,1.1.0,14174.459695922138,-14174.459695922138,EFA,Historical,114533.37285538012,124701.844805237,False,0.0,
2024-03-27,2024-03-28,2024-03-28,2024-03-27,0.99,250,15,1.1.0,14174.459695922138,-14174.459695922138,EFA,Parametric Normal,99669.47778086027,114187.7844153095,False,0.0,
2024-03-27,2024-03-28,2024-03-28,2024-03-27,0.99,250,15,1.1.0,14174.459695922138,-14174.459695922138,EFA,Monte Carlo Normal,98586.2514824349,111317.62776680705,False,0.0,320001002.0
2024-03-28,2024-03-29,2024-03-29,2024-03-28,0.99,250,15,1.1.0,17624.644414224123,-17624.644414224123,EEM,Historical,114630.18396171443,124633.06072925139,False,0.0,
2024-03-28,2024-03-29,2024-03-29,2024-03-28,0.99,250,15,1.1.0,17624.644414224123,-17624.644414224123,EEM,Parametric Normal,99700.18970186301,114222.9699735418,False,0.0,
2024-03-28,2024-03-29,2024-03-29,2024-03-28,0.99,250,15,1.1.0,17624.644414224123,-17624.644414224123,EEM,Monte Carlo Normal,100601.78284852396,114275.17667645068,False,0.0,321001005.0
2024-03-29,2024-04-01,2024-04-01,2024-03-29,0.99,250,15,1.1.0,18473.43249748295,-18473.43249748295,SPY,Historical,114874.78119070298,125259.92296619758,False,0.0,
2024-03-29,2024-04-01,2024-04-01,2024-03-29,0.99,250,15,1.1.0,18473.43249748295,-18473.43249748295,SPY,Parametric Normal,100121.15656364166,114705.25677115557,False,0.0,
2024-03-29,2024-04-01,2024-04-01,2024-03-29,0.99,250,15,1.1.0,18473.43249748295,-18473.43249748295,SPY,Monte Carlo Normal,99326.11833722288,112741.31963783516,False,0.0,322001008.0
2024-04-01,2024-04-02,2024-04-02,2024-04-01,0.99,250,16,1.1.0,28792.823845051847,-28792.823845051847,SLV,Historical,113470.55649472777,122051.31207804798,False,0.0,
2024-04-01,2024-04-02,2024-04-02,2024-04-01,0.99,250,16,1.1.0,28792.823845051847,-28792.823845051847,SLV,Parametric Normal,98566.49859423055,112924.14029494638,False,0.0,
2024-04-01,2024-04-02,2024-04-02,2024-04-01,0.99,250,16,1.1.0,28792.823845051847,-28792.823845051847,SLV,Monte Carlo Normal,101018.65256624164,116077.00866780517,False,0.0,323001011.0
2024-04-02,2024-04-03,2024-04-03,2024-04-02,0.99,250,16,1.1.0,42499.21378334044,-42499.21378334044,USO,Historical,114096.14891237901,123185.19539800452,False,0.0,
2024-04-02,2024-04-03,2024-04-03,2024-04-02,0.99,250,16,1.1.0,42499.21378334044,-42499.21378334044,USO,Parametric Normal,99168.38287410687,113613.69775951533,False,0.0,
2024-04-02,2024-04-03,2024-04-03,2024-04-02,0.99,250,16,1.1.0,42499.21378334044,-42499.21378334044,USO,Monte Carlo Normal,101634.832809123,115009.0805476866,False,0.0,324001014.0
2024-04-03,2024-04-04,2024-04-04,2024-04-03,0.99,250,16,1.1.0,-917.2173077855639,917.2173077855639,TIP,Historical,114789.22510991787,124145.73222111829,False,0.0,
2024-04-03,2024-04-04,2024-04-04,2024-04-03,0.99,250,16,1.1.0,-917.2173077855639,917.2173077855639,TIP,Parametric Normal,100047.16331350098,114620.48532975373,False,0.0,
2024-04-03,2024-04-04,2024-04-04,2024-04-03,0.99,250,16,1.1.0,-917.2173077855639,917.2173077855639,TIP,Monte Carlo Normal,100337.71513603185,113604.57427859811,False,0.0,325001017.0
2024-04-04,2024-04-05,2024-04-05,2024-04-04,0.99,250,16,1.1.0,27782.794085223337,-27782.794085223337,GLD,Historical,114867.742099233,124294.2089687575,False,0.0,
2024-04-04,2024-04-05,2024-04-05,2024-04-04,0.99,250,16,1.1.0,27782.794085223337,-27782.794085223337,GLD,Parametric Normal,99892.66314012115,114443.4799627866,False,0.0,
2024-04-04,2024-04-05,2024-04-05,2024-04-04,0.99,250,16,1.1.0,27782.794085223337,-27782.794085223337,GLD,Monte Carlo Normal,99284.38450633243,116052.43722374791,False,0.0,326001020.0
2024-04-05,2024-04-08,2024-04-08,2024-04-05,0.99,250,16,1.1.0,93015.02372565723,-93015.02372565723,USO,Historical,115244.5288190855,125055.92861840839,False,0.0,
2024-04-05,2024-04-08,2024-04-08,2024-04-05,0.99,250,16,1.1.0,93015.02372565723,-93015.02372565723,USO,Parametric Normal,99904.81026144592,114457.3964887079,False,0.0,
2024-04-05,2024-04-08,2024-04-08,2024-04-05,0.99,250,16,1.1.0,93015.02372565723,-93015.02372565723,USO,Monte Carlo Normal,98947.54330009595,114131.9275564031,False,0.0,327001023.0
2024-04-08,2024-04-09,2024-04-09,2024-04-08,0.99,250,16,1.1.0,18522.95761242464,-18522.95761242464,XOM,Historical,116884.1796509052,127449.80136806618,False,0.0,
2024-04-08,2024-04-09,2024-04-09,2024-04-08,0.99,250,16,1.1.0,18522.95761242464,-18522.95761242464,XOM,Parametric Normal,102370.01015853108,117281.68854537862,False,0.0,
2024-04-08,2024-04-09,2024-04-09,2024-04-08,0.99,250,16,1.1.0,18522.95761242464,-18522.95761242464,XOM,Monte Carlo Normal,102054.611365772,118466.65224523208,False,0.0,328001026.0
2024-04-09,2024-04-10,2024-04-10,2024-04-09,0.99,250,16,1.1.0,16529.767908666065,-16529.767908666065,US30Y,Historical,117234.3043661647,127806.30914297578,False,0.0,
2024-04-09,2024-04-10,2024-04-10,2024-04-09,0.99,250,16,1.1.0,16529.767908666065,-16529.767908666065,US30Y,Parametric Normal,102672.38121422907,117628.10433575115,False,0.0,
2024-04-09,2024-04-10,2024-04-10,2024-04-09,0.99,250,16,1.1.0,16529.767908666065,-16529.767908666065,US30Y,Monte Carlo Normal,102837.10794967075,118175.6352928145,False,0.0,329001029.0
2024-04-10,2024-04-11,2024-04-11,2024-04-10,0.99,250,16,1.1.0,-16585.2786386899,16585.2786386899,SPY,Historical,118076.35510131433,129511.96684507903,False,0.0,
2024-04-10,2024-04-11,2024-04-11,2024-04-10,0.99,250,16,1.1.0,-16585.2786386899,16585.2786386899,SPY,Parametric Normal,103198.54042741898,118230.90627814675,False,0.0,
2024-04-10,2024-04-11,2024-04-11,2024-04-10,0.99,250,16,1.1.0,-16585.2786386899,16585.2786386899,SPY,Monte Carlo Normal,101652.3826787028,114717.54358475434,False,0.0,330001032.0
2024-04-11,2024-04-12,2024-04-12,2024-04-11,0.99,250,16,1.1.0,-52058.08592057832,52058.08592057832,SPY,Historical,117798.710695804,129166.07628056148,False,0.0,
2024-04-11,2024-04-12,2024-04-12,2024-04-11,0.99,250,16,1.1.0,-52058.08592057832,52058.08592057832,SPY,Parametric Normal,102948.59895694396,117944.5572033598,False,0.0,
2024-04-11,2024-04-12,2024-04-12,2024-04-11,0.99,250,16,1.1.0,-52058.08592057832,52058.08592057832,SPY,Monte Carlo Normal,102044.85955797584,116753.95290432351,False,0.0,331001035.0
2024-04-12,2024-04-15,2024-04-15,2024-04-12,0.99,250,16,1.1.0,-46671.44261818744,46671.44261818744,EFA,Historical,116947.79608624734,127765.41566349872,False,0.0,
2024-04-12,2024-04-15,2024-04-15,2024-04-12,0.99,250,16,1.1.0,-46671.44261818744,46671.44261818744,EFA,Parametric Normal,102306.06826407237,117208.432585559,False,0.0,
2024-04-12,2024-04-15,2024-04-15,2024-04-12,0.99,250,16,1.1.0,-46671.44261818744,46671.44261818744,EFA,Monte Carlo Normal,100754.07192438084,113480.35370930156,False,0.0,332001038.0
2024-04-15,2024-04-16,2024-04-16,2024-04-15,0.99,250,16,1.1.0,23777.62591185921,-23777.62591185921,XOM,Historical,116120.21646665836,126851.78802745507,False,0.0,
2024-04-15,2024-04-16,2024-04-16,2024-04-15,0.99,250,16,1.1.0,23777.62591185921,-23777.62591185921,XOM,Parametric Normal,101717.99292742589,116534.69553730648,False,0.0,
2024-04-15,2024-04-16,2024-04-16,2024-04-15,0.99,250,16,1.1.0,23777.62591185921,-23777.62591185921,XOM,Monte Carlo Normal,100262.39382821674,115661.39244740203,False,0.0,333001041.0
2024-04-16,2024-04-17,2024-04-17,2024-04-16,0.99,250,16,1.1.0,-18435.419747546293,18435.419747546293,HYG,Historical,116449.30636050532,127206.29219162016,False,0.0,
2024-04-16,2024-04-17,2024-04-17,2024-04-16,0.99,250,16,1.1.0,-18435.419747546293,18435.419747546293,HYG,Parametric Normal,101028.03313155526,115744.23307898673,False,0.0,
2024-04-16,2024-04-17,2024-04-17,2024-04-16,0.99,250,16,1.1.0,-18435.419747546293,18435.419747546293,HYG,Monte Carlo Normal,104161.68351300572,119888.46890840415,False,0.0,334001044.0
2024-04-17,2024-04-18,2024-04-18,2024-04-17,0.99,250,16,1.1.0,-94438.28261077357,94438.28261077357,QQQ,Historical,116091.2883337304,127230.9102502006,False,0.0,
2024-04-17,2024-04-18,2024-04-18,2024-04-17,0.99,250,16,1.1.0,-94438.28261077357,94438.28261077357,QQQ,Parametric Normal,100925.14257224997,115626.355015753,False,0.0,
2024-04-17,2024-04-18,2024-04-18,2024-04-17,0.99,250,16,1.1.0,-94438.28261077357,94438.28261077357,QQQ,Monte Carlo Normal,97598.48067420161,114011.88705171052,False,0.0,335001047.0
2024-04-18,2024-04-19,2024-04-19,2024-04-18,0.99,250,16,1.1.0,-52236.22253496427,52236.22253496427,GLD,Historical,114651.56112922079,124801.23625181822,False,0.0,
2024-04-18,2024-04-19,2024-04-19,2024-04-18,0.99,250,16,1.1.0,-52236.22253496427,52236.22253496427,GLD,Parametric Normal,100044.72994081654,114617.69750100537,False,0.0,
2024-04-18,2024-04-19,2024-04-19,2024-04-18,0.99,250,16,1.1.0,-52236.22253496427,52236.22253496427,GLD,Monte Carlo Normal,100675.82111421556,115088.23863605542,False,0.0,336001050.0
2024-04-19,2024-04-22,2024-04-22,2024-04-19,0.99,250,16,1.1.0,12108.715828416724,-12108.715828416724,USO,Historical,113840.37366903391,123923.6009791717,False,0.0,
2024-04-19,2024-04-22,2024-04-22,2024-04-19,0.99,250,16,1.1.0,12108.715828416724,-12108.715828416724,USO,Parametric Normal,99609.52289929945,114119.09623470757,False,0.0,
2024-04-19,2024-04-22,2024-04-22,2024-04-19,0.99,250,16,1.1.0,12108.715828416724,-12108.715828416724,USO,Monte Carlo Normal,101992.41113481864,115878.66373209967,False,0.0,337001053.0
2024-04-22,2024-04-23,2024-04-23,2024-04-22,0.99,250,16,1.1.0,-76775.25561259165,76775.25561259165,SPY,Historical,114118.61569372608,124553.54490786177,False,0.0,
2024-04-22,2024-04-23,2024-04-23,2024-04-22,0.99,250,16,1.1.0,-76775.25561259165,76775.25561259165,SPY,Parametric Normal,99911.76788633136,114465.36759268228,False,0.0,
2024-04-22,2024-04-23,2024-04-23,2024-04-22,0.99,250,16,1.1.0,-76775.25561259165,76775.25561259165,SPY,Monte Carlo Normal,99805.54766750106,114617.99902270683,False,0.0,338001056.0
2024-04-23,2024-04-24,2024-04-24,2024-04-23,0.99,250,16,1.1.0,46461.313007570665,-46461.313007570665,JPM,Historical,112806.39314820895,122694.6065204271,False,0.0,
2024-04-23,2024-04-24,2024-04-24,2024-04-23,0.99,250,16,1.1.0,46461.313007570665,-46461.313007570665,JPM,Parametric Normal,99166.52329066984,113611.56730074962,False,0.0,
2024-04-23,2024-04-24,2024-04-24,2024-04-23,0.99,250,16,1.1.0,46461.313007570665,-46461.313007570665,JPM,Monte Carlo Normal,98684.28132039282,113374.63758177798,False,0.0,339001059.0
2024-04-24,2024-04-25,2024-04-25,2024-04-24,0.99,250,16,1.1.0,-66845.64922568828,66845.64922568828,SPY,Historical,113285.81135035644,122865.08343156529,False,0.0,
2024-04-24,2024-04-25,2024-04-25,2024-04-24,0.99,250,16,1.1.0,-66845.64922568828,66845.64922568828,SPY,Parametric Normal,99721.28698637476,114247.14038387415,False,0.0,
2024-04-24,2024-04-25,2024-04-25,2024-04-24,0.99,250,16,1.1.0,-66845.64922568828,66845.64922568828,SPY,Monte Carlo Normal,98492.689251511,113045.79598820105,False,0.0,340001062.0
2024-04-25,2024-04-26,2024-04-26,2024-04-25,0.99,250,16,1.1.0,-12116.443366018342,12116.443366018342,US30Y,Historical,111741.4052900468,119922.89744459173,False,0.0,
2024-04-25,2024-04-26,2024-04-26,2024-04-25,0.99,250,16,1.1.0,-12116.443366018342,12116.443366018342,US30Y,Parametric Normal,98319.36173176394,112641.00436004702,False,0.0,
2024-04-25,2024-04-26,2024-04-26,2024-04-25,0.99,250,16,1.1.0,-12116.443366018342,12116.443366018342,US30Y,Monte Carlo Normal,97640.20272337308,113426.9496394054,False,0.0,341001065.0
2024-04-26,2024-04-29,2024-04-29,2024-04-26,0.99,250,16,1.1.0,-19030.621018280064,19030.621018280064,SPY,Historical,111885.15661221714,120254.39576676575,False,0.0,
2024-04-26,2024-04-29,2024-04-29,2024-04-26,0.99,250,16,1.1.0,-19030.621018280064,19030.621018280064,SPY,Parametric Normal,98420.25607003144,112756.59542366376,False,0.0,
2024-04-26,2024-04-29,2024-04-29,2024-04-26,0.99,250,16,1.1.0,-19030.621018280064,19030.621018280064,SPY,Monte Carlo Normal,98765.22068699297,114881.78675364298,False,0.0,342001068.0
2024-04-29,2024-04-30,2024-04-30,2024-04-29,0.99,250,16,1.1.0,50484.977305321,-50484.977305321,US10Y,Historical,111232.11459899398,119085.76244688686,False,0.0,
2024-04-29,2024-04-30,2024-04-30,2024-04-29,0.99,250,16,1.1.0,50484.977305321,-50484.977305321,US10Y,Parametric Normal,97788.77970922802,112033.13536190521,False,0.0,
2024-04-29,2024-04-30,2024-04-30,2024-04-29,0.99,250,16,1.1.0,50484.977305321,-50484.977305321,US10Y,Monte Carlo Normal,96682.39626730332,110889.91592100164,False,0.0,343001071.0
2024-04-30,2024-05-01,2024-05-01,2024-04-30,0.99,250,16,1.1.0,-47258.927631970546,47258.927631970546,SPY,Historical,112383.3690901329,121030.19920034951,False,0.0,
